DOI,author,author-aux,author ID,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-label,note-type,number,pages,publisher,publnr,publtype,sub,venue,title,title-bibtex,tt,url,volume,year,edition_venue,chair,abstract,corresponding_author
6701452,Eric King-Wah Chu,data querying,,,,,,,,Julie Peterson,,https://doi.org/10.1016/j.sysconle.2006.10.008,,,Syst. Control. Lett.,journals/scl/Chu07,2020-02-24,,,,,4,303-314,,,,,J,Pole assignment via the schur form.,,,db/journals/scl/scl56.html#Chu07,56,2007,FullPaper,,Eius est ut sit ipsum magnam dolor. Quisquam ipsum dolore consectetur dolor velit. Non sed dolor dolorem modi quaerat. Sit sit tempora quisquam ipsum sed. Aliquam etincidunt labore est dolorem non voluptatem velit.,Eric King-Wah Chu
6701453,Antoine Girard|Christophe Prieur 0001|Ying Tang 0006,data management,0000-0002-4075-9041|0000-0003-2381-5889,,,,,,,Douglas Schultz,,https://doi.org/10.1016/j.sysconle.2015.10.015,,,Syst. Control. Lett.,journals/scl/TangPG16,2021-10-14,,,,,,24-31,,,,,W,Singular perturbation approximation by means of a H,,,db/journals/scl/scl88.html#TangPG16,88,2016,FullPaper,,Etincidunt tempora ut ut labore voluptatem ipsum. Voluptatem non aliquam velit labore eius porro. Adipisci numquam quaerat magnam. Porro numquam adipisci tempora numquam quiquia. Quisquam dolore ut dolore amet. Labore labore quiquia aliquam ipsum. Labore labore quaerat numquam sit porro. Quisquam ut quisquam tempora. Consectetur dolor numquam magnam etincidunt est eius neque.,Antoine Girard
6701454,Guo-Ping Liu 0003|Jin-Hua She|Min Wu 0002|Rui-Juan Liu|Zhuo-Yun Nie,data processing,0000-0002-0699-2296|0000-0003-3165-5045,,,,,,,Melissa Delgado,,https://doi.org/10.1016/j.sysconle.2014.06.001,,,Syst. Control. Lett.,journals/scl/LiuL0SN14,2020-02-24,,,,,,100-108,,,,,W,Robust disturbance rejection in modified repetitive control system.,,,db/journals/scl/scl70.html#LiuL0SN14,70,2014,FullPaper,,Sit adipisci ipsum porro. Neque dolor quisquam dolore consectetur ipsum voluptatem voluptatem. Ut etincidunt non modi. Adipisci quisquam etincidunt quaerat est quaerat non non. Voluptatem quaerat sed sit amet quaerat est. Est quaerat quaerat sit tempora porro eius. Aliquam non quaerat consectetur sit quiquia. Velit non ipsum voluptatem dolorem sit sit labore. Magnam adipisci numquam quaerat.,Guo-Ping Liu 0003
6701455,Bin Zhang 0023|Yingmin Jia,big data,,,,,,,,,,https://doi.org/10.1016/j.sysconle.2015.03.011,,,Syst. Control. Lett.,journals/scl/ZhangJ15,2020-02-24,,,,,,23-29,,,,,C,Extensions of weak-invariance principle for nonlinear switched systems with time-invariant and time-varying subsystems.,,,db/journals/scl/scl80.html#ZhangJ15,80,2015,DemoPaper,Courtney Blackburn,Sit adipisci tempora est. Sit quisquam modi tempora voluptatem. Magnam adipisci voluptatem consectetur voluptatem voluptatem adipisci amet. Tempora amet labore quisquam adipisci amet amet velit. Porro eius non neque. Dolorem dolor velit adipisci sed sit quiquia.,Bin Zhang 0023
6701456,Jan H. van Schuppen|Jan Komenda|Tomás Masopust,data storage,0000-0001-9282-758X,,,,,,,,,https://doi.org/10.1016/j.sysconle.2012.07.013,,,Syst. Control. Lett.,journals/scl/KomendaMS12,2020-02-24,,,,,12,1260-1268,,,,,C,On conditional decomposability.,,,db/journals/scl/scl61.html#KomendaMS12,61,2012,ShortPaper,Scott Kane,Numquam labore labore quisquam non tempora adipisci ut. Porro dolor amet numquam. Voluptatem modi porro etincidunt dolorem neque labore quiquia. Dolore dolore sed magnam sed aliquam. Ipsum tempora adipisci neque dolore quiquia quiquia. Sed adipisci adipisci ipsum. Neque quaerat ipsum quaerat consectetur dolorem velit amet. Dolorem modi quisquam dolorem quiquia modi voluptatem tempora. Dolorem velit dolorem quisquam aliquam tempora. Non dolor aliquam aliquam aliquam.,Jan H. van Schuppen
6701457,Milton Armando Cunguara|Paulo Bacelar Reis Pedreiras|Tomás Oliveira e Silva,data management,0000-0003-0230-8714,,,,,,,,,https://doi.org/10.1016/j.sysconle.2012.12.001,,,Syst. Control. Lett.,journals/scl/CunguaraSP13,2020-02-24,,,,,3,262-268,,,,,C,On oscillation free controller changes.,,,db/journals/scl/scl62.html#CunguaraSP13,62,2013,FullPaper,Bonnie Sanders,Consectetur ut numquam quiquia. Voluptatem etincidunt sed ut amet sed. Velit ipsum etincidunt tempora ipsum quiquia non. Quiquia quisquam magnam non. Quiquia quisquam amet etincidunt est sed dolore.,Milton Armando Cunguara
6701458,Huanshui Zhang|Juanjuan Xu|Xiao Liang 0011,data processing,0000-0002-8611-7327|0000-0002-9291-6889,,,,,,,,,https://doi.org/10.1016/j.sysconle.2018.01.012,,,Syst. Control. Lett.,journals/scl/LiangXZ18,2021-04-09,,,,,,86-92,,,,,C,Solution to stochastic LQ control problem for Itô systems with state delay or input delay.,,,db/journals/scl/scl113.html#LiangXZ18,113,2018,ShortPaper,William Fleming,Sed quisquam non amet voluptatem voluptatem. Sit neque tempora sed quaerat est. Quaerat dolor velit aliquam quaerat sit non neque. Porro amet ipsum ut sed amet sed adipisci. Quisquam etincidunt labore ut dolore consectetur. Velit porro labore numquam eius. Tempora modi aliquam tempora numquam consectetur. Amet sed eius dolorem quaerat. Quiquia quisquam magnam dolore ut labore magnam. Numquam velit adipisci modi.,Huanshui Zhang
6701459,R. J. Stern,data processing,,,,,,,,,,https://doi.org/10.1016/S0167-6911(02)00227-X,,,Syst. Control. Lett.,journals/scl/Stern02,2020-02-24,,,,,4,335-341,,,,,C,Brockett's stabilization condition under state constraints.,,,db/journals/scl/scl47.html#Stern02,47,2002,ShortPaper,Patricia Webb,Dolore numquam eius numquam. Quisquam etincidunt labore dolorem ut. Quiquia labore tempora quisquam velit quaerat dolorem porro. Ut consectetur etincidunt est. Sit neque dolorem sed consectetur ipsum quaerat. Dolorem ut amet tempora quaerat ipsum. Etincidunt quiquia velit magnam quisquam numquam. Neque amet velit dolor dolor tempora numquam.,R. J. Stern
6701460,J. J. Benjamin Biemond|Wim Michiels,data storage,,,,,,,,Kayla Jacobs,,https://doi.org/10.1016/j.sysconle.2016.05.007,,,Syst. Control. Lett.,journals/scl/BiemondM16,2020-02-24,,,,,,84-91,,,,,N,Estimation of basins of attraction for controlled systems with input saturation and time-delays.,,,db/journals/scl/scl94.html#BiemondM16,94,2016,ShortPaper,,Eius dolore sit ipsum modi quisquam quaerat porro. Neque adipisci eius modi labore voluptatem magnam etincidunt. Dolore dolor neque numquam dolor ipsum. Ut modi sed eius quiquia est labore magnam. Ipsum quiquia magnam dolor dolorem. Est modi dolorem eius. Ut dolore sed ut etincidunt neque dolor. Quisquam magnam dolor velit voluptatem voluptatem aliquam. Non voluptatem tempora numquam. Porro dolorem labore non quisquam dolore sed quiquia.,J. J. Benjamin Biemond
6701461,Henrik Anfinsen|Ole Morten Aamo,data storage,0000-0002-8234-8830,,,,,,,Rebecca Leach,,https://doi.org/10.1016/j.sysconle.2017.03.008,,,Syst. Control. Lett.,journals/scl/AnfinsenA17a,2020-02-24,,,,,,86-94,,,,,N,Adaptive output-feedback stabilization of linear 2×2 hyperbolic systems using anti-collocated sensing and control.,,,db/journals/scl/scl104.html#AnfinsenA17a,104,2017,FullPaper,,Modi velit consectetur neque etincidunt. Numquam quaerat dolore quisquam. Velit dolor magnam adipisci dolore consectetur. Porro neque amet velit dolorem velit. Adipisci modi numquam porro adipisci. Eius amet labore ipsum aliquam ipsum quisquam quaerat. Ut quisquam labore non neque. Consectetur quisquam quisquam non numquam est.,Henrik Anfinsen
6701462,Douglas A. Sant'Anna|Luís F. C. Alberto|Michele C. Valentino|Vilma A. Oliveira,data processing,0000-0001-6078-9515|0000-0002-3243-2997,,,,,,,Katie Watkins,,https://doi.org/10.1016/j.sysconle.2012.02.007,,,Syst. Control. Lett.,journals/scl/ValentinoOAS12,2020-02-24,,,,,4,580-586,,,,,J,An extension of the invariance principle for dwell-time switched nonlinear systems.,,,db/journals/scl/scl61.html#ValentinoOAS12,61,2012,ShortPaper,,Voluptatem labore tempora dolor ut. Quaerat amet quiquia voluptatem est ut labore. Ut tempora labore adipisci consectetur consectetur amet. Ipsum sit non eius numquam velit. Velit dolorem adipisci magnam. Labore est aliquam labore est numquam labore. Magnam modi quisquam eius. Magnam quisquam labore etincidunt.,Douglas A. Sant'Anna
6701463,Amit Apte|Anugu Sumith Reddy|Sreekar Vadlamani,indexing,0000-0002-3632-7553|0000-0003-0031-7617,,,,,,,,,https://doi.org/10.1016/j.sysconle.2020.104676,,,Syst. Control. Lett.,journals/scl/ReddyAV20,2022-10-02,,,,,,104676,,,,,C,Asymptotic properties of linear filter for deterministic processes.,,,db/journals/scl/scl139.html#ReddyAV20,139,2020,DemoPaper,Brianna Ferguson,Adipisci quiquia sed magnam neque eius. Adipisci numquam dolor etincidunt quiquia. Amet sed quiquia magnam voluptatem. Numquam consectetur dolorem ipsum. Modi magnam quisquam consectetur. Non ut dolore aliquam quaerat quisquam adipisci. Quisquam numquam dolor quiquia quisquam sit. Modi ut aliquam est etincidunt ipsum.,Amit Apte
6701464,Anup Biswas|Vivek S. Borkar,big data,0000-0003-4796-2752,,,,,,,Mrs. Patricia Mills DVM,,https://doi.org/10.1016/j.sysconle.2010.08.009,,,Syst. Control. Lett.,journals/scl/BiswasB10,2020-02-24,,,,,11,734-735,,,,,W,On a controlled eigenvalue problem.,,,db/journals/scl/scl59.html#BiswasB10,59,2010,ShortPaper,,Sed quisquam quaerat est consectetur aliquam. Quaerat quaerat velit non numquam neque magnam. Consectetur amet quaerat eius velit est. Sit magnam labore voluptatem velit labore dolorem. Magnam consectetur magnam velit.,Anup Biswas
6701465,Mihály Pituk|Ábel Garab,data querying,0000-0001-9693-1923|0000-0002-7011-2863,,,,,,,Heather Patterson,,https://doi.org/10.1016/j.sysconle.2021.104884,oa,,Syst. Control. Lett.,journals/scl/GarabP21,2021-05-14,,,,,,104884,,,,,N,Convergence in nonautonomous linear differential equations with Kirchhoff coefficients.,,,db/journals/scl/scl149.html#GarabP21,149,2021,DemoPaper,,Eius est adipisci dolorem velit. Non dolorem sed ut quaerat velit. Dolor magnam amet porro est non. Eius est dolor dolor quaerat dolore. Numquam amet neque velit labore. Ipsum sed non non labore dolore ipsum.,Mihály Pituk
6701466,Behçet Açikmese|John M. Carson III|Lars Blackmore,data storage,,,,,,,,Lauren Harris,,https://doi.org/10.1016/j.sysconle.2012.04.010,,,Syst. Control. Lett.,journals/scl/BlackmoreAC12,2020-02-24,,,,,8,863-870,,,,,W,Lossless convexification of control constraints for a class of nonlinear optimal control problems.,,,db/journals/scl/scl61.html#BlackmoreAC12,61,2012,DemoPaper,,Tempora neque sit etincidunt. Etincidunt dolore numquam non eius quaerat sit. Est neque ipsum amet quaerat. Quisquam labore quisquam est adipisci voluptatem ipsum quaerat. Aliquam neque eius dolorem dolorem tempora. Modi dolor consectetur non sit sed. Numquam dolor magnam etincidunt quisquam ut consectetur. Tempora labore eius quaerat sit tempora neque porro. Velit non quisquam etincidunt quisquam est.,Behçet Açikmese
6701467,Kenji Fujimoto|Toshiharu Sugie,big data,,,,,,,,Lance Decker,,https://doi.org/10.1016/S0167-6911(01)00150-5,,,Syst. Control. Lett.,journals/scl/FujimotoS01,2020-02-24,,,,,4,309-319,,,,,J,Stabilization of Hamiltonian systems with nonholonomic constraints based on time-varying generalized canonical transformations.,,,db/journals/scl/scl44.html#FujimotoS01,44,2001,ShortPaper,,Numquam non velit ipsum. Adipisci voluptatem amet sed sit. Dolor adipisci quiquia sed quisquam consectetur sit. Ipsum consectetur quaerat modi est tempora quaerat labore. Neque adipisci sit dolorem. Amet labore sed magnam neque porro ipsum ipsum.,Kenji Fujimoto
6701468,Naira Hovakimyan|Xiaofeng Wang,data management,,,,,,,,Aimee Rangel,,https://doi.org/10.1016/j.sysconle.2012.01.010,,,Syst. Control. Lett.,journals/scl/WangH12,2020-02-24,,,,,4,455-463,,,,1,J,L,,,db/journals/scl/scl61.html#WangH12,61,2012,ShortPaper,,Dolore porro magnam dolore adipisci. Sit numquam aliquam amet dolore numquam porro voluptatem. Labore voluptatem quaerat adipisci tempora porro. Adipisci velit quisquam etincidunt dolorem adipisci etincidunt. Quiquia quaerat ut adipisci. Quisquam amet amet sit dolorem. Porro neque consectetur aliquam ut consectetur etincidunt numquam. Quaerat porro amet sit.,Naira Hovakimyan
6701469,Andrew R. Teel|Dragan Nesic|Luc Moreau 0002,big data,0000-0001-7944-0241,,,,,,,,,https://doi.org/10.1016/S0167-6911(03)00192-0,,,Syst. Control. Lett.,journals/scl/TeelMN04,2020-02-24,,,,,1,23-32,,,,,C,Input to state set stability for pulse width modulated control systems with disturbances.,,,db/journals/scl/scl51.html#TeelMN04,51,2004,FullPaper,Donald Freeman,Consectetur modi labore dolore sed eius velit dolor. Quaerat dolorem modi ut sit amet etincidunt velit. Quiquia modi eius quaerat aliquam non. Porro etincidunt numquam quaerat numquam porro numquam. Adipisci aliquam dolorem voluptatem voluptatem non. Quisquam dolor sit amet tempora non magnam. Ut magnam tempora etincidunt amet ut sit modi. Amet neque labore aliquam. Sit sit quiquia quiquia sit adipisci tempora. Dolore modi quisquam etincidunt consectetur etincidunt.,Andrew R. Teel
6701470,Hans Zwart|Lassi Paunonen,data storage,0000-0001-6497-4718,,,,,,,Timothy Rubio,,https://doi.org/10.1016/j.sysconle.2013.05.001,,,Syst. Control. Lett.,journals/scl/PaunonenZ13,2020-02-24,,,,,8,673-678,,,,,J,A Lyapunov approach to strong stability of semigroups.,,,db/journals/scl/scl62.html#PaunonenZ13,62,2013,FullPaper,,Consectetur neque voluptatem sed adipisci quiquia aliquam quiquia. Voluptatem consectetur voluptatem magnam sed neque. Ipsum amet adipisci dolorem est non ut dolore. Dolore est dolor magnam. Dolor ut quisquam porro. Eius modi ut ut quaerat ut adipisci labore. Sit numquam porro numquam est labore modi porro. Non sit dolore sed aliquam sit modi magnam. Numquam dolorem dolore dolore dolorem ut adipisci. Velit sed tempora neque.,Hans Zwart
6701471,Tao Wang|Yu Huang 0006|ZhiJing Chen,data management,,,,,,,,Laura Fuller,,https://doi.org/10.1016/j.sysconle.2019.05.001,,,Syst. Control. Lett.,journals/scl/WangHC19,2020-02-24,,,,,,10-16,,,,,J,Dichotomy theorem for control sets.,,,db/journals/scl/scl129.html#WangHC19,129,2019,DemoPaper,,Aliquam numquam numquam est ut neque. Aliquam quisquam numquam sed quaerat magnam. Voluptatem amet magnam dolorem. Dolor porro quisquam eius dolore modi. Labore est modi sit. Ut magnam tempora tempora quisquam dolore amet adipisci. Adipisci ipsum etincidunt dolor modi voluptatem. Adipisci consectetur quiquia aliquam tempora.,Tao Wang
6701472,Daniel De Zutter|Francesco Ferranti|Luc Knockaert|Tom Dhaene,data querying,,,,,,,,Meghan Wells,,https://doi.org/10.1016/j.sysconle.2010.10.006,,,Syst. Control. Lett.,journals/scl/KnockaertDFZ11,2020-02-24,,,,,1,53-61,,,,,J,"Model order reduction with preservation of passivity, non-expansivity and Markov moments.",,,db/journals/scl/scl60.html#KnockaertDFZ11,60,2011,FullPaper,,Labore dolore etincidunt ut eius. Quisquam eius magnam magnam consectetur labore dolorem dolorem. Est consectetur dolor sed neque adipisci. Ut ut etincidunt dolor. Quisquam ipsum dolor amet consectetur sit magnam sit. Aliquam amet voluptatem numquam aliquam porro quisquam adipisci. Est quaerat magnam modi eius. Labore ipsum dolore modi consectetur. Aliquam dolorem magnam neque adipisci sit dolore. Sit voluptatem dolorem consectetur est.,Daniel De Zutter
6701473,M. Moosaei|Shahin Hashtrudi-Zad|Walter Murray Wonham,data storage,,,,,,,,,,https://doi.org/10.1016/j.sysconle.2005.01.005,,,Syst. Control. Lett.,journals/scl/Hashtrudi-ZadMW05,2020-02-24,,,,,9,871-876,,,,,C,"On computation of supremal controllable, normal sublanguages.",,,db/journals/scl/scl54.html#Hashtrudi-ZadMW05,54,2005,Poster,Christopher Ramos,Est dolorem labore sed sit quaerat dolore sed. Quisquam amet amet tempora amet. Consectetur modi quaerat sit. Porro dolore sit amet numquam quiquia labore dolore. Modi quisquam quaerat modi. Sed neque etincidunt quisquam dolore labore modi adipisci. Etincidunt eius dolor voluptatem quiquia magnam modi. Etincidunt magnam ut ut.,M. Moosaei
6701474,Guang-Hong Yang|James Lam|Jian Liang Wang|Shengyuan Xu,data management,0000-0002-7265-4391,,,,,,,,,https://doi.org/10.1016/j.sysconle.2003.11.001,,,Syst. Control. Lett.,journals/scl/XuLWY04,2020-02-24,,,,,1,59-74,,,,,C,Non-fragile positive real control for uncertain linear neutral delay systems.,,,db/journals/scl/scl52.html#XuLWY04,52,2004,DemoPaper,Rebecca Phillips,Ut dolorem numquam numquam. Labore quaerat eius quaerat dolor voluptatem. Quiquia numquam labore magnam. Magnam porro dolore dolor dolor modi quisquam. Eius non magnam est labore.,Guang-Hong Yang
6701475,Luca Benvenuti,data processing,0000-0001-7424-6853,,,,,,,,,https://doi.org/10.1016/j.sysconle.2011.09.002,,,Syst. Control. Lett.,journals/scl/Benvenuti11a,2020-02-24,,,,,12,1000-1008,,,,,C,On the reachable set for third-order linear discrete-time systems with positive control: The case of complex eigenvalues.,,,db/journals/scl/scl60.html#Benvenuti11a,60,2011,ShortPaper,Lauren Ramirez,Voluptatem quaerat est quiquia velit velit. Consectetur magnam dolor aliquam non. Velit quaerat non sit adipisci consectetur. Porro quisquam consectetur ipsum consectetur labore. Est sit modi porro tempora quaerat sed adipisci. Dolorem quaerat non amet ipsum. Eius non modi quisquam amet dolorem. Voluptatem aliquam non aliquam.,Luca Benvenuti
6701476,Bin Zhou 0001|Wim Michiels,big data,,,,,,,,Theresa Perkins,,https://doi.org/10.1016/j.sysconle.2020.104807,,,Syst. Control. Lett.,journals/scl/MichielsZ20,2021-03-08,,,,,,104807,,,,,W,On the fixed-time stabilization of input delay systems using act-and-wait control.,,,db/journals/scl/scl146.html#MichielsZ20,146,2020,ShortPaper,,Quiquia dolorem modi consectetur sit tempora. Labore voluptatem modi est neque velit quaerat ut. Dolorem eius adipisci eius sit porro dolor etincidunt. Adipisci porro etincidunt sed etincidunt dolore dolore. Adipisci amet labore aliquam aliquam. Neque adipisci aliquam quisquam quaerat sit.,Bin Zhou 0001
6701477,Daniel Kressner|Luka Grubisic,data modeling,0000-0002-3370-9353,,,,,,,,,https://doi.org/10.1016/j.sysconle.2014.09.006,,,Syst. Control. Lett.,journals/scl/GrubisicK14,2021-04-09,,,,,,42-47,,,,,C,On the eigenvalue decay of solutions to operator Lyapunov equations.,,,db/journals/scl/scl73.html#GrubisicK14,73,2014,DemoPaper,Justin Soto,Sed dolorem dolorem quisquam tempora tempora dolorem. Numquam ut ut eius ut quiquia. Porro labore quaerat adipisci ut magnam ut eius. Porro ut amet quaerat voluptatem. Adipisci est etincidunt ipsum quaerat porro quiquia non. Ipsum ipsum magnam dolore voluptatem. Sed dolor consectetur quiquia neque modi. Magnam labore est dolor. Eius est dolore voluptatem.,Daniel Kressner
6701478,Jin-Zhi Wang|Lin Huang 0003|Zhisheng Duan,data storage,,,,,,,,,,https://doi.org/10.1016/j.sysconle.2006.09.002,,,Syst. Control. Lett.,journals/scl/DuanWH07,2020-11-25,,,,,3,206-214,,,,,C,Special decentralized control problems in discrete-time interconnected systems composed of two subsystems.,,,db/journals/scl/scl56.html#DuanWH07,56,2007,Poster,William Sawyer,Aliquam tempora consectetur sit tempora. Dolor eius sit quiquia porro. Aliquam sit quisquam dolor porro labore quiquia adipisci. Dolorem labore labore amet sit porro ut. Voluptatem ipsum numquam ipsum sed voluptatem non etincidunt. Sed dolore non consectetur dolorem porro est quisquam. Voluptatem est dolorem dolore. Sed etincidunt dolor porro quaerat. Non non porro quaerat sit adipisci eius. Velit numquam modi voluptatem adipisci non tempora tempora.,Jin-Zhi Wang
6701479,Horacio J. Marquez|Ilia G. Polushin,data querying,,,,,,,,,,https://doi.org/10.1016/j.sysconle.2004.06.007,,,Syst. Control. Lett.,journals/scl/PolushinM05,2020-02-24,,,,,1,73-81,,,,,C,Conditions for the existence of continuous storage functions for nonlinear dissipative systems.,,,db/journals/scl/scl54.html#PolushinM05,54,2005,Poster,Ryan Martin,Quiquia dolore aliquam quaerat. Ut est etincidunt porro. Est non dolore dolor. Dolore quaerat amet quisquam sit sit labore. Adipisci voluptatem tempora ipsum adipisci. Etincidunt tempora dolorem adipisci. Quiquia voluptatem non etincidunt numquam etincidunt voluptatem eius. Quaerat numquam modi dolor quiquia quiquia.,Horacio J. Marquez
6701480,Amjad Tuffaha|Irena Lasiecka,data storage,0000-0001-8468-0688,,,,,,,,,https://doi.org/10.1016/j.sysconle.2009.02.010,,,Syst. Control. Lett.,journals/scl/LasieckaT09,2020-02-24,,,,,7,499-509,,,,,C,Riccati theory and singular estimates for a Bolza control problem arising in linearized fluid-structure interaction.,,,db/journals/scl/scl58.html#LasieckaT09,58,2009,Poster,Larry Nelson,Amet numquam eius amet numquam ipsum numquam. Non tempora non tempora. Adipisci dolore sed porro velit labore velit quisquam. Adipisci adipisci labore quiquia aliquam neque sed. Etincidunt amet amet sit voluptatem. Non dolore etincidunt quisquam velit etincidunt.,Amjad Tuffaha
6701481,Luis Rodrigues,data storage,,,,,,,,Holly Thompson,,https://doi.org/10.1016/j.sysconle.2004.04.001,,,Syst. Control. Lett.,journals/scl/Rodrigues04,2020-02-24,,,,,2,157-169,,,,,N,Stability analysis of piecewise-affine systems using controlled invariant sets.,,,db/journals/scl/scl53.html#Rodrigues04,53,2004,FullPaper,,Magnam non est aliquam non amet. Dolorem dolor ipsum modi adipisci modi dolore. Consectetur ut magnam dolorem quaerat modi. Sed dolorem numquam neque porro dolor. Eius est quaerat est. Adipisci ipsum dolorem amet dolore porro.,Luis Rodrigues
6701482,Qingxin Meng 0003|Yang Shen,data processing,0000-0002-0559-2231,,,,,,,,,https://doi.org/10.1016/j.sysconle.2015.04.008,,,Syst. Control. Lett.,journals/scl/MengS15,2022-07-28,,,,,,79-85,,,,,C,A revisit to stochastic near-optimal controls: The critical case.,,,db/journals/scl/scl82.html#MengS15,82,2015,ShortPaper,Cindy Ford,Velit est dolor ut porro. Est ut tempora sit aliquam. Labore ut consectetur consectetur. Adipisci sed velit non voluptatem. Etincidunt porro etincidunt quiquia sed. Numquam quaerat etincidunt eius. Adipisci porro dolor velit consectetur aliquam. Adipisci quaerat ipsum adipisci. Velit non consectetur sed modi ut ipsum quiquia.,Qingxin Meng 0003
6701483,Mohsen Zamani|Wentuo Fang|Zhiyong Chen 0001,data storage,,,,,,,,Sean Rivera,,https://doi.org/10.1016/j.sysconle.2020.104869,,,Syst. Control. Lett.,journals/scl/FangZC21,2021-03-08,,,,,,104869,,,,,J,Secure and privacy preserving consensus for second-order systems based on Paillier encryption.,,,db/journals/scl/scl148.html#FangZC21,148,2021,DemoPaper,,Quisquam eius non magnam adipisci. Aliquam consectetur consectetur numquam labore. Dolorem consectetur quiquia magnam non voluptatem. Dolor numquam adipisci consectetur ut dolorem. Quisquam etincidunt porro porro dolor magnam. Tempora modi velit eius eius porro etincidunt.,Mohsen Zamani
6701484,Laurent Praly|Zhong-Ping Jiang,big data,,,,,,,,,,https://doi.org/10.1016/j.sysconle.2004.02.025,,,Syst. Control. Lett.,journals/scl/PralyJ04,2020-02-24,,,,,2,107-116,,,,,C,Linear output feedback with dynamic high gain for nonlinear systems.,,,db/journals/scl/scl53.html#PralyJ04,53,2004,Poster,Jessica Davis,Quaerat est etincidunt magnam dolore adipisci magnam. Dolorem modi ut magnam aliquam consectetur adipisci amet. Dolore neque etincidunt modi labore. Numquam ipsum magnam etincidunt. Numquam consectetur amet sed sed. Neque modi non sit. Tempora eius numquam tempora aliquam. Sed dolor magnam etincidunt ut amet. Amet aliquam labore ut.,Laurent Praly
6701485,Marius Tucsnak|Rogelio Benavides Guzmán,data storage,,,,,,,,,,https://doi.org/10.1016/S0167-6911(02)00264-5,,,Syst. Control. Lett.,journals/scl/GuzmanT03,2020-02-24,,,,,3-4,191-197,,,,,C,Energy decay estimates for the damped plate equation with a local degenerated dissipation.,,,db/journals/scl/scl48.html#GuzmanT03,48,2003,Poster,Jon Brown,Tempora tempora sed dolorem quaerat sed dolor dolorem. Dolor adipisci numquam quaerat adipisci adipisci. Quiquia ipsum quaerat quisquam quiquia. Neque neque numquam sed amet. Amet neque est eius ipsum labore neque. Eius sed quiquia non ipsum neque quiquia quaerat. Porro sed velit adipisci quaerat neque ut eius. Magnam labore dolor ut non ipsum. Labore aliquam est sit porro labore tempora numquam. Aliquam consectetur sit eius non aliquam adipisci adipisci.,Marius Tucsnak
6701486,Majid Zamani 0001|Nathan van de Wouw|Rupak Majumdar,data processing,0000-0001-6608-3708,,,,,,,,,https://doi.org/10.1016/j.sysconle.2013.07.002,,,Syst. Control. Lett.,journals/scl/ZamaniWM13,2022-12-22,,,,,10,949-962,,,,,C,Backstepping controller synthesis and characterizations of incremental stability.,,,db/journals/scl/scl62.html#ZamaniWM13,62,2013,Poster,Angela Robinson,Dolor sed labore etincidunt tempora. Dolorem magnam aliquam voluptatem neque sit. Dolor quisquam neque ut labore tempora amet. Adipisci aliquam ipsum porro numquam ut dolore. Consectetur magnam quisquam non consectetur modi porro neque. Adipisci amet ut numquam aliquam. Velit est consectetur consectetur quiquia aliquam. Sed ipsum sed dolor modi adipisci. Velit aliquam ut quisquam dolor.,Majid Zamani 0001
6701487,Ameer K. Mulla|Debraj Chakraborty 0001|Deepak U. Patil|Harish K. Pillai,indexing,0000-0001-5980-3578|0000-0002-2897-2587,,,,,,,,,https://doi.org/10.1016/j.sysconle.2015.02.003,,,Syst. Control. Lett.,journals/scl/PatilMCP15,2020-08-27,,,,,,1-7,,,,,C,Computation of feedback control for time optimal state transfer using Groebner basis.,,,db/journals/scl/scl79.html#PatilMCP15,79,2015,ShortPaper,Clarence Jones,Est dolore labore porro modi. Quaerat consectetur magnam ipsum. Labore sed numquam velit ut quaerat dolorem quisquam. Ipsum neque ipsum modi. Labore numquam ut amet. Ipsum quaerat adipisci modi sit etincidunt aliquam adipisci. Numquam aliquam etincidunt porro velit eius. Adipisci voluptatem dolorem dolore non. Etincidunt magnam eius magnam dolore modi porro.,Ameer K. Mulla
6701488,Gen-Qi Xu|Ying Feng Shang,data querying,0000-0001-8120-0490,,,,,,,,,https://doi.org/10.1016/j.sysconle.2009.03.006|https://www.wikidata.org/entity/Q53225591,,,Syst. Control. Lett.,journals/scl/XuS09,2020-02-24,,,,,8,561-566,,,,,C,Characteristic of left invertible semigroups and admissibility of observation operators.,,,db/journals/scl/scl58.html#XuS09,58,2009,FullPaper,William Welch,Consectetur neque dolorem ipsum amet voluptatem tempora consectetur. Dolor ipsum aliquam dolorem sit. Dolor magnam adipisci modi quisquam. Ut aliquam tempora numquam eius non dolor. Modi quisquam adipisci adipisci sed ipsum.,Gen-Qi Xu
6701489,Domenico D'Alessandro,big data,,,,,,,,Hailey Mitchell,,https://doi.org/10.1016/j.sysconle.2012.11.016,,,Syst. Control. Lett.,journals/scl/DAlessandro13,2020-02-24,,,,,2,188-193,,,,,J,Equivalence between indirect controllability and complete controllability for quantum systems.,,,db/journals/scl/scl62.html#DAlessandro13,62,2013,ShortPaper,,Labore dolor dolorem modi velit numquam. Etincidunt dolor quisquam etincidunt voluptatem quisquam amet. Adipisci quaerat eius non non velit. Quaerat dolore aliquam dolor adipisci. Neque adipisci velit ut numquam amet. Est ut adipisci labore amet quisquam sit adipisci. Dolorem modi sit magnam labore voluptatem sit. Tempora amet ut dolore quaerat quaerat voluptatem.,Domenico D'Alessandro
